001000000000003000023005100700002010000040000009016300070020960036050000002034705,451279836987163452623485197768392514315748629249516378574821963836957241192634785
001009067400000000030040000704000100000003090005200000000001502200307000900000010,821539467476182359539746281784965123162473895395218674647891532218357946953624718
000000490800009001260000800008020053000095600046008100025000006030000000000000034,713856492854279361269413875198624753372195648546738129425387916631942587987561234
890000200000000005004007080000049058300008920005100030500000003001080000009020040,897635214213894765654217389172349658346758921985162437528476193461983572739521846
000045380080306000000809000090000861006000009400000050500000000700003900040000613,629145387187326594354879126295734861876512439431968752563491278712683945948257613
005060000010020900900030000049000058150400392003600140000340000200090000380000000,435968271618724935972531864749213658156487392823659147591342786267895413384176529
000037000000000020009500000020050070001600040500092100700001039090000004100006000,416237598857469321239518467328154976971683245564792183745821639692375814183946752
000000070500000800084000020100070000802000300036000000000007005300065002020380104,213856479567942813984731526159273648872694351436518297648127935391465782725389164
020800000709001000000000000407020000001003000000450108000210000038500900012308040,123845796749631285865792431487126359251983674396457128574219863638574912912368547
000500002504083700008210004900040308040070200005100000097000100000030050000700000,179564832524983761368217594912645378846379215735128649497856123681432957253791486
004030000020005098080400030000047000052090000731000000000000310570028000000000085,614839752327615498985472631896547123452391876731286549268954317573128964149763285
000500007000093080020000005000000000009020700700030004008705603506000400000900200,863514927475293186921876345134657892659428731782139564298745613516382479347961258
010000700000540000000901060740006850000009000009000006400000007102608090006400520,914862735638547912527931468741326859265789143389154276493215687152678394876493521
020060040030500009040010000000203790000140005003000000000000617000000000400629000,725968143631574289948312576864253791279146835153897462392485617586731924417629358
084020000000007469000060300700000000420070003000000006500003000900000028000608700,684329517352187469197564382739856241426971853815432976578213694963745128241698735
089510060020090004051200000060001030010005000000040000605003200000006085030400000,389514762726398154451267893964721538218635479573849621695183247142976385837452916
000047039005028006006090240058009000760000000402000000630080020009070000800000060,281647539945328716376195248158439672763852491492761853637984125519276384824513967
000003000000050060080000700046200500030740000005080007068001000007000251000370800,579623184413857962682914735746239518831745629925186347268591473397468251154372896
009302704500014000000006350673000040010079630002000000000200901000007400000060000,869352714537814296124796358673128549418579632952643187346285971281937465795461823
001050090000000400400002070705000010900000000003090040010075300000006901046200057,631754298572981436498632175785423619924167583163598742219875364857346921346219857
050000000080000050100000403600004830040050600002001009008040000900503000010802900,357428196489136752126795483695274831841359627732681549268947315974513268513862974
000000000270000009598000000003001900010705006009600800000580091081006002000200600,136957284274368159598124763763841925812795346459632817627583491981476532345219678
000096300000003050300500102000104520000000409005007000030060210020009007000000000,157296384982413756364578192796184523813652479245937861439765218521849637678321945
006000000000100000204000000007080004000300100630200009000700001708420306001603970,176842593359167842284935617917586234842379165635214789563798421798421356421653978
000900207600000080100074306230000000010060702000140000040000000003020000706003000,354986217672531489189274356238759164415368792967142538541697823893425671726813945
000240000040100003780009000100800070050090020803002510000000700000570002002900800,936245187245187963781639245124853679657491328893762514469328751318576492572914836
002965300000030040008007950029004030500208600004000000300000000005302000006070000,412965378957831246638427951829614735573298614164753892391586427785342169246179583
020080000100000080000500000900010000015040007700905300309007000040020000002009010,423681579157293486698574132936712854215348967784965321369157248541826793872439615
000097400000300000000000050800143009900000800100020040000700084008530207320001500,215897463689354172734216958856143729942675831173928645591762384468539217327481596
740002605200084007008160000400726800000040060000000002000000000500000014800000230,741392685236584197958167423493726851125843769687951342364219578572638914819475236
500060080063000100029000030000200000000004006190000008046832050050400000300010260,517369482463528179829741635684293517735184926192657348946832751251476893378915264
020000430000010086000000500061009050090400800430006020000040613000060000200090000,628975431754312986319684572861729354592431867437856129975248613143567298286193745
702000000000049000001007000000230900000491000500000001308014000040300070107000002,792583614683149725451627389814235967276491853539876241328714596945362178167958432
809050003420300009600000040070200860540090200200840095000000006000000058000700000,819452673427361589635978142973215864548693217261847395184529736792136458356784921
410020073002007050300400006001309004000070920000040000269000000007000000100700030,416925873892637451375481296721359684643178925958246317269513748537894162184762539
070005001001000000460900200000400500080006010000000980150200790907000024000000100,379625841521847369468913257293481576785396412614572983156234798937158624842769135
000300020280000100005700009070100000900000058500090702000000000010040007030051980,197384625284569173365712849873125496921476358546893712458937261619248537732651984
480301090700000000602009001900708000800002003000000026010080000000906007000030040,485371692791625384632849751923768415856412973174593826317284569248956137569137248
000092000070006900304000000930080076680009000000000000000450700040060080020000450,165392847278146935394875621931584276682739514457621398819453762543267189726918453
560200900070050018900037050000003000010000005000000070650080030020061000000005009,563218947472659318981437652245173896317896425896524173654982731729361584138745269
006070040700906000002000030000860020000040000000200005040007058060008002059000360,586173249734926581912584736371865924625749813498231675243697158167358492859412367
000000001000030705600000080500200100100408632000307000850000000200870003010020076,735982461948631725621745389583296147179458632462317958857163294296874513314529876
000000000019025800058000409020104900000093205005000003100008090600000000002040100,276489351419325876358617429723154968861793245945862713134578692697231584582946137
080003050690050301000090006360000100000021060400005008900400500100900030000000000,281673954694258371573194286367849125859721463412365798928436517145987632736512849
400020900620305408000800000009010003060000001000630800001050024000060009000002500,438721956627395418195846372589214763364578291712639845871953624253467189946182537
071000000000000280209000030000904000036700004140080002460300000000027008000060090,671238549354179286289546137827954361936712854145683972468391725593427618712865493
000200060000800004000049000000060000007400090600001245064700020201000809000005070,345217968912856734786349512429563187157482693638971245564798321271634859893125476
062580000780030020300000000000200701000010082800060000000090000100706500056801000,462589317785134926319672854643258791597413682821967435274395168138726549956841273
700301640000000007602000380400000000001000020093082060300900800009104000000000004,758391642934268157612475389426513978871649523593782461347926815289154736165837294
100600000207000015590070400400000020030201604000300070600500000004710000000034000,143658297267493815598172436415967328739281654826345179681529743354716982972834561
030008000052000000000004080400000501000002038000790040080070013070800000005030000,734958126852167394691324785429683571567412938318795642286579413173846259945231867
000090000000007004908002307500003008094000000060980050040060030059340000000005000,437196582625837194918452367571623948894571623263984751142769835759348216386215479
000000000090012000070009400000000230001800005800504009008005300000200000024003500,283456971496712853175389426547961238931827645862534719718645392359278164624193587
000000030090005208201300700309004050080000140000900000000000001520008000037500020,875291436693745218241386795319824657782653149456917382968432571524178963137569824
010000900000600005703000400657300000400000000000000518090780000000000050046000109,518274963924631785763895421657318294481952637239467518195786342372149856846523179
100607050020013000083520010000900508670000000000001002000000000017002000030000690,194687253526413789783529416241936578679258134358741962865194327917362845432875691
090000640200000300500001000030010402000050001006400008000000500010524000020096000,391285647268749315574361289937618452842953761156472938689137524713524896425896173
000003802020000090000045000003008074090000008800100509001080000304000010000030005,416793852725816493938245761563928174197354628842167539251689347384572916679431285
700800000000000402503010000009600000070005008850200019090000070010097000000002000,764823951981756432523419786349681527172935648856274319295368174418597263637142895
005000020080000307003000810000050006700180000000300070816000000530800700020000004,175438629289561347463972815348257196792186453651394278816745932534829761927613584
